carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,cost_usd,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,shipment_weight_kg,first_carrier_name,carrier_number_name,year_month,price_per_distance,origin_postal_code_2_digit,destination_postal_code_2_digit,lane,country_lane
CR-628-B,SHP558672,2024-03-10,2024-03-24,0,1,0,Rail,29566.83,Europe,PL,5809,SA,863249,11841.13,14,7252.09,20414.99,U.S.P.S,CR-628-B-U.S.P.S,2024-03,0.4004869646154153,58,86,PL58-->SA86,PL-->SA
CR-441-B,SHP445340,2023-02-17,2023-02-19,1,1,0,Road,3283.82,Europe,BE,2598,NL,8285,1522.91,2,1088.3,3970.1,Royal Mail,CR-441-B-Royal Mail,2023-02,0.46376171653744724,25,82,BE25-->NL82,BE-->NL
CR-851-C,SHP400352,2025-06-02,2025-06-09,1,1,0,Road,22895.08,Africa,NG,426809,ZA,684757,8707.42,7,5043.71,3218.01,XPO Logistics,CR-851-C-XPO Logistics,2025-06,0.3803183915496255,42,68,NG42-->ZA68,NG-->ZA
CR-121-C,SHP525288,2025-09-21,2025-09-29,1,1,0,Rail,15581.55,Europe,DE,1013,MX,18738,6108.51,8,6649.67,36286.32,TNT,CR-121-C-TNT,2025-09,0.3920348104007625,10,18,DE10-->MX18,DE-->MX
387175,SHP859575,2025-08-03,2025-08-04,1,1,0,Sea,1325.7,Africa,NG,526055,NG,758076,444.37,1,446.43,66977.15,Royal Mail,387175-Royal Mail,2025-08,0.33519649996228407,52,75,NG52-->NG75,NG-->NG
CR-650-A,SHP227395,2024-06-13,2024-06-15,1,1,0,Rail,1669.88,Asia,JP,118309,CN,733404,1372.17,2,773.59,18792.34,YRC Worldwide,CR-650-A-YRC Worldwide,2024-06,0.8217177282199919,11,73,JP11-->CN73,JP-->CN
884914,SHP747614,2023-10-19,2023-10-29,0,0,0,Rail,12351.14,Africa,KE,458532,TR,8170,9487.31,10,2764.1,9711.57,DHL,884914-DHL,2023-10,0.7681323343432266,45,81,KE45-->TR81,KE-->TR
CR-534-A,SHP490672,2025-05-08,2025-05-15,0,0,0,Sea,10885.43,North America,MX,97169,CL,422987,4071.41,7,5169.22,84642.66,YRC Worldwide,CR-534-A-YRC Worldwide,2025-05,0.37402380980815636,97,42,MX97-->CL42,MX-->CL
CR-613-A,SHP390523,2023-12-09,2023-12-15,1,1,0,Sea,6155.02,Middle East,IL,202145,CL,681285,4262.21,6,1637.64,25614.84,Nippon Express,CR-613-A-Nippon Express,2023-12,0.6924770350055727,20,68,IL20-->CL68,IL-->CL
CR-415-B,SHP620983,2025-04-17,2025-04-18,0,1,0,Road,344.28,Middle East,IL,395752,IL,646338,498.59,1,82.67,921.11,YRC Worldwide,CR-415-B-YRC Worldwide,2025-04,1.4482107586847914,39,64,IL39-->IL64,IL-->IL
CR-505-B,SHP592169,2023-06-30,2023-07-03,1,1,0,Road,695.32,North America,MX,68858,MX,26001,742.93,3,183.89,1375.13,USPS,CR-505-B-USPS,2023-07,1.0684720704136224,68,26,MX68-->MX26,MX-->MX
CR-362-A,SHP873477,2024-06-09,2024-06-19,1,0,0,Sea,33055.33,Latin America,AR,937667,CO,370638,8042.58,10,12028.09,99703.36,ZIM,CR-362-A-ZIM,2024-06,0.2433066013862212,93,37,AR93-->CO37,AR-->CO
620775,SHP125644,2023-04-11,2023-04-13,1,0,0,Road,30962.36,Africa,NG,387924,KR,608165,3031.08,2,8372.42,15345.49,CEVA Logistics,620775-CEVA Logistics,2023-04,0.09789563844616495,38,60,NG38-->KR60,NG-->KR
CR-399-B,SHP177484,2024-11-19,2024-11-22,0,0,0,Air,5923.69,North America,US,38792,MX,13078,1135.2,3,1865.33,2738.61,USPS,CR-399-B-USPS,2024-11,0.1916373071514546,38,13,US38-->MX13,US-->MX
874220,SHP798051,2023-08-21,2023-08-22,0,0,0,Sea,581.87,North America,MX,36028,MX,25455,169.25,1,164.77,64902.66,TNT,874220-TNT,2023-08,0.2908725316651486,36,25,MX36-->MX25,MX-->MX
CR-820-A,623068,2023-06-02,2023-06-05,0,0,0,Air,81896.27,Africa,KE,764734,ZA,924360,6593.0,3,16039.32,4054.64,XPO Logistics,CR-820-A-XPO Logistics,2023-06,0.08050427693471265,76,92,KE76-->ZA92,KE-->ZA
CR-838-B,SHP455233,2024-01-06,2024-01-16,0,1,1,Rail,16819.88,Middle East,IL,403019,US,23352,8150.07,10,6417.84,26248.62,U.P.S,CR-838-B-U.P.S,2024-01,0.4845498303198358,40,23,IL40-->US23,IL-->US
CR-151-C,SHP609073,2023-03-24,2023-04-03,0,0,2,Road,11044.22,Africa,NG,716516,CL,44996,10987.88,10,3841.06,1942.07,Nippon Express,CR-151-C-Nippon Express,2023-04,0.9948986890880479,71,44,NG71-->CL44,NG-->CL
CR-409-B,SHP168564,2023-02-20,2023-02-21,0,1,0,Air,39495.57,North America,US,40425,TR,5501,8554.34,1,11416.49,2224.31,UPS,CR-409-B-UPS,2023-02,0.21658986058436427,40,55,US40-->TR55,US-->TR
CR-668-B,SHP305587,2025-02-01,2025-02-03,1,1,0,Air,29402.71,Latin America,CO,839900,CL,775417,5134.25,2,7341.45,2383.16,ZIM,CR-668-B-ZIM,2025-02,0.17461825797690078,83,77,CO83-->CL77,CO-->CL
CR-309-C,SHP332055,2024-06-11,2024-06-15,0,0,3,Road,15394.78,Middle East,TR,3490,IL,344689,5623.7,4,3367.05,3326.25,ZIM,CR-309-C-ZIM,2024-06,0.36529914685367376,34,34,TR34-->IL34,TR-->IL
CR-138-C,SHP520994,2025-03-22,2025-03-26,0,1,0,Sea,1509.81,Asia,JP,504395,JP,392206,486.99,4,425.35,58228.69,Rhenus Intl,CR-138-C-Rhenus Intl,2025-03,0.3225505196018042,50,39,JP50-->JP39,JP-->JP
CR-213-B,SHP359563,2025-07-16,2025-07-19,0,0,0,Air,20916.1,Middle East,AE,943185,IL,297132,4435.43,3,5243.08,1970.15,YRC Worldwide,CR-213-B-YRC Worldwide,2025-07,0.2120581752812427,94,29,AE94-->IL29,AE-->IL
129499,SHP814043,2023-06-10,2023-06-18,1,1,1,Road,8599.08,Europe,BE,6074,ZA,777317,7558.83,8,2664.4,1958.27,Nippon Express,129499-Nippon Express,2023-06,0.8790277564576675,60,77,BE60-->ZA77,BE-->ZA
CR-862-A,SHP481474,2025-07-31,2025-08-02,0,0,0,Road,470.62,North America,MX,44392,CA,92125,822.9,2,194.67,1314.28,YRC Worldwide,CR-862-A-YRC Worldwide,2025-08,1.7485444732480557,44,92,MX44-->CA92,MX-->CA
CR-179-B,SHP137614,2023-02-17,2023-02-26,0,1,0,Sea,10016.74,Middle East,IL,128675,ES,8191,5999.73,9,8605.65,95622.66,ZIM,CR-179-B-ZIM,2023-02,0.5989703236781627,12,81,IL12-->ES81,IL-->ES
CR-226-A,SHP594537,28-11-2024,2024-12-10,1,0,0,Sea,11846.46,Middle East,SA,546927,TR,7576,7583.86,12,10457.85,91930.77,XPO Logistics,CR-226-A-XPO Logistics,2024-12,0.6401794291290394,54,75,SA54-->TR75,SA-->TR
CR-873-C,SHP986718,2024-04-10,2024-04-15,0,1,0,Road,40811.65,North America,CA,26599,JP,589205,7695.19,5,15114.34,10911.82,UPS,CR-873-C-UPS,2024-04,0.1885537585468855,26,58,CA26-->JP58,CA-->JP
CR-703-A,SHP235391,2024-12-11,2024-12-21,1,0,0,Sea,10525.92,Latin America,AR,194325,JP,994271,6260.91,10,4674.33,49772.66,ZIM,CR-703-A-ZIM,2024-12,0.5948088148114369,19,99,AR19-->JP99,AR-->JP
CR-876-C,SHP825256,2023-06-20,2023-07-02,0,1,1,Sea,10806.93,Middle East,SA,123675,TR,8926,7406.3,12,2672.35,24054.76,Hapag-Lloyd,CR-876-C-Hapag-Lloyd,2023-07,0.6853287658937367,12,89,SA12-->TR89,SA-->TR
CR-106-B,SHP636300,2023-11-23,2023-11-24,0,1,0,Air,16892.67,Africa,KE,918482,EG,468161,8696.94,1,3782.89,724.95,UPS,CR-106-B-UPS,2023-11,0.5148351326344505,91,46,KE91-->EG46,KE-->EG
206178,SHP985307,2024-04-04,2024-04-05,0,0,0,Road,269.76,North America,MX,41996,MX,38561,467.64,1,126.11,1498.21,UPS,206178-UPS,2024-04,1.7335409252669038,41,38,MX41-->MX38,MX-->MX
CR-995-A,SHP222328,2023-06-06,2023-06-09,1,1,0,Road,2861.27,North America,MX,99812,CA,25589,1262.36,3,712.5,3135.65,Hapag-Lloyd,CR-995-A-Hapag-Lloyd,2023-06,0.441188702918634,99,25,MX99-->CA25,MX-->CA
213173,SHP833473,2023-04-29,2023-05-07,1,0,0,Road,35710.85,Africa,ZA,560559,SA,437541,11341.56,8,7352.98,3601.79,Hapag-Lloyd,213173-Hapag-Lloyd,2023-05,0.3175942325651728,56,43,ZA56-->SA43,ZA-->SA
CR-825-A,SHP241121,2023-01-03,2023-01-09,0,1,0,Road,17571.17,Asia,IN,484623,CL,683028,8657.15,6,4183.11,2684.43,ZIM,CR-825-A-ZIM,2023-01,0.4926905834955783,48,68,IN48-->CL68,IN-->CL
CR-400-C,SHP705678,2023-10-17,2023-10-22,1,0,0,Road,27050.38,Middle East,AE,558256,PE,439206,5028.67,5,19188.01,21198.46,United Parcel Service,CR-400-C-United Parcel Service,2023-10,0.18590016110679405,55,43,AE55-->PE43,AE-->PE
CR-498-A,SHP850702,2023-03-30,2023-04-04,0,1,0,Rail,8688.17,North America,US,25080,AE,387828,5079.21,5,5164.71,33894.44,ZIM,CR-498-A-ZIM,2023-04,0.5846121795498938,25,38,US25-->AE38,US-->AE
CR-243-B,SHP683660,2023-05-30,2023-06-07,1,1,0,Rail,15175.65,Africa,ZA,748004,NG,898121,7559.9,8,7121.31,31399.47,ZIM,CR-243-B-ZIM,2023-06,0.4981598811253554,74,89,ZA74-->NG89,ZA-->NG
CR-727-A,SHP459904,2023-08-04,2023-08-12,1,0,0,Sea,6921.99,Europe,IT,5126,EG,343658,5712.47,8,5804.9,67745.31,TNT,CR-727-A-TNT,2023-08,0.8252641220227132,51,34,IT51-->EG34,IT-->EG
CR-222-C,SHP515559,2024-03-15,2024-03-16,0,0,0,Air,5401.07,Middle East,IL,936865,IL,150364,703.04,1,1481.16,3511.29,ZIM,CR-222-C-ZIM,2024-03,0.13016680028216632,93,15,IL93-->IL15,IL-->IL
CR-669-C,SHP900882,2023-06-01,2023-06-06,0,1,1,Rail,12023.97,Africa,ZA,656642,EG,995163,3721.84,5,4317.64,38669.44,Rhenus,CR-669-C-Rhenus,2023-06,0.30953503709673263,65,99,ZA65-->EG99,ZA-->EG
CR-964-A,SHP969926,2023-11-11,2023-11-21,0,1,0,Rail,11849.84,Africa,ZA,134229,EG,798981,7251.06,10,8269.31,38014.3,XPO Logistics,CR-964-A-XPO Logistics,2023-11,0.6119120595721124,13,79,ZA13-->EG79,ZA-->EG
CR-103-A,SHP671695,2023-10-05,2023-10-22,0,1,2,Sea,14690.7,Africa,KE,613355,AE,494613,11339.47,17,6618.79,38912.99,YRC,CR-103-A-YRC,2023-10,0.7718808497893224,61,49,KE61-->AE49,KE-->AE
CR-863-B,SHP536169,2025-03-06,2025-03-10,0,0,3,Road,4482.69,Asia,KR,443297,JP,851441,1225.39,4,2481.93,11252.37,Rhenus,CR-863-B-Rhenus,2025-03,0.27336041528635713,44,85,KR44-->JP85,KR-->JP
CR-148-A,SHP579548,2023-09-20,2023-09-27,1,0,0,Road,6658.8,Latin America,CL,620970,TR,2411,7220.43,7,3293.35,2533.98,USPS,CR-148-A-USPS,2023-09,1.0843440259506218,62,24,CL62-->TR24,CL-->TR
CR-412-B,SHP187526,2023-04-12,2023-04-13,1,1,0,Air,2686.77,Middle East,TR,6835,TR,7063,453.13,1,488.7,1797.49,XPO,CR-412-B-XPO,2023-04,0.1686523223052215,68,70,TR68-->TR70,TR-->TR
CR-324-B,743439,2024-03-25,2024-03-28,1,1,0,Rail,3114.42,Europe,ES,3080,PL,4980,1966.04,3,1971.68,33428.98,USPS,CR-324-B-USPS,2024-03,0.6312700278061404,30,49,ES30-->PL49,ES-->PL
CR-906-A,SHP579489,2023-03-14,2023-03-17,1,0,0,Air,817.92,Europe,NL,4866,NL,8014,65.6,3,114.61,2911.85,ZIM,CR-906-A-ZIM,2023-03,0.08020344287949921,48,80,NL48-->NL80,NL-->NL
CR-869-C,SHP598852,2024-08-21,2024-08-24,0,0,0,Road,742.79,Europe,FR,7731,ES,1372,1713.82,3,361.42,1171.57,Y.R.C,CR-869-C-Y.R.C,2024-08,2.3072739266818347,77,13,FR77-->ES13,FR-->ES
CR-328-C,SHP520388,2023-01-10,2023-01-13,0,1,0,Rail,206.29,North America,US,54412,US,14685,96.66,3,34.14,14222.92,ups,CR-328-C-ups,2023-01,0.4685636724998788,54,14,US54-->US14,US-->US
133702,SHP460572,2024-04-06,2024-04-08,0,1,0,Rail,3024.11,Asia,KR,175886,CN,268499,1990.45,2,2383.47,39915.15,UPS,133702-UPS,2024-04,0.6581936503632474,17,26,KR17-->CN26,KR-->CN
CR-684-A,SHP420630,2025-03-31,2025-04-10,1,0,0,Road,104062.02,Latin America,PE,718131,CL,603478,10578.31,10,28126.33,14771.48,YRC Worldwide,CR-684-A-YRC Worldwide,2025-04,0.10165389831948293,71,60,PE71-->CL60,PE-->CL
CR-197-B,SHP335115,2023-03-08,2023-03-17,1,1,0,Road,10524.47,Middle East,AE,242466,SA,854801,11678.64,9,4935.11,2347.64,ZIM,CR-197-B-ZIM,2023-03,1.1096653798243523,24,85,AE24-->SA85,AE-->SA
CR-354-C,SHP737516,19-12-2024,2024-12-27,1,0,0,Road,17710.95,Africa,KE,258066,PE,767855,8610.18,8,3814.77,2461.41,UPS,CR-354-C-UPS,2024-12,0.4861500935861713,25,76,KE25-->PE76,KE-->PE
CR-647-C,SHP712895,2023-05-21,2023-05-24,1,0,0,Road,316.64,Asia,KR,633604,KR,422242,265.73,3,75.19,1571.97,X.P.O Logistics,CR-647-C-X.P.O Logistics,2023-05,0.8392180394138454,63,42,KR63-->KR42,KR-->KR
CR-292-B,SHP963994,2023-07-21,2023-07-25,0,0,0,Air,21242.15,Africa,KE,876936,NG,607993,5417.26,4,6154.81,1893.58,ZIM,CR-292-B-ZIM,2023-07,0.2550240912525333,87,60,KE87-->NG60,KE-->NG
235350,SHP952917,2025-10-21,2025-10-30,0,1,0,Sea,15798.19,Middle East,IL,531561,US,70053,6737.94,9,8177.66,80911.64,Rhenus,235350-Rhenus,2025-10,0.42650075736524246,53,70,IL53-->US70,IL-->US
CR-494-C,SHP817788,2024-02-19,2024-02-23,1,1,0,Rail,2272.36,Europe,IT,7930,ES,9224,1098.64,4,1279.08,38807.9,ZIM,CR-494-C-ZIM,2024-02,0.48347973032442043,79,92,IT79-->ES92,IT-->ES
CR-158-C,SHP782375,2025-10-16,2025-10-20,1,0,0,Road,15360.39,North America,CA,64797,CO,374593,4418.95,4,11253.95,14148.59,YRC Worldwide,CR-158-C-YRC Worldwide,2025-10,0.2876847527959902,64,37,CA64-->CO37,CA-->CO
150025,SHP712761,2025-09-17,2025-09-27,1,1,0,Sea,30771.2,Asia,KR,426334,FR,6340,7922.04,10,10776.84,90690.74,SF Express,150025-SF Express,2025-09,0.2574498232113145,42,63,KR42-->FR63,KR-->FR
CR-341-C,SHP223241,2025-09-10,2025-09-12,1,0,0,Air,74775.83,Europe,IT,1874,SG,410705,9356.15,2,15636.08,2785.35,XPO Logistics,CR-341-C-XPO Logistics,2025-09,0.12512264992578484,18,41,IT18-->SG41,IT-->SG
CR-683-C,SHP596609,2023-08-03,2023-08-07,0,1,0,Air,38747.32,Middle East,TR,6142,SA,862497,9289.12,4,14146.61,2.538,UPS,CR-683-C-UPS,2023-08,0.239735806244148,61,86,TR61-->SA86,TR-->SA
CR-754-B,SHP482526,2024-09-29,2024-09-30,0,1,0,Air,2112.37,Asia,IN,507253,IN,361031,329.37,1,724.08,3664.02,UPS,CR-754-B-UPS,2024-09,0.1559243882463773,50,36,IN50-->IN36,IN-->IN
CR-460-A,SHP296527,2023-03-09,2023-03-17,1,0,0,Road,20661.21,Middle East,AE,946593,MX,52619,8583.94,8,4171.12,2699.56,ZIM,CR-460-A-ZIM,2023-03,0.41546163075637876,94,52,AE94-->MX52,AE-->MX
CR-525-B,SHP943316,2023-09-24,2023-09-25,0,0,0,Air,82030.55,Latin America,AR,290560,BR,44256,9013.35,1,15172.98,2805.65,UPS,CR-525-B-UPS,2023-09,0.10987796619674012,29,44,AR29-->BR44,AR-->BR
CR-145-A,SHP394384,2023-11-07,2023-11-14,0,1,1,Rail,19303.79,Latin America,BR,95649,CL,172791,6461.74,7,7686.0,39648.79,USPS,CR-145-A-USPS,2023-11,0.33473944753854035,95,17,BR95-->CL17,BR-->CL
CR-715-C,SHP885520,27-09-2025,2025-10-08,1,1,0,Rail,11810.92,Asia,SG,444453,FR,4285,8889.03,11,7069.81,26511.38,XPO Logistics,CR-715-C-XPO Logistics,2025-10,0.7526111429084271,44,42,SG44-->FR42,SG-->FR
CR-431-A,SHP682610,2023-11-26,2023-12-05,0,1,2,Road,31403.85,Middle East,AE,782032,IL,782206,8291.41,9,16264.39,10897.76,USPS,CR-431-A-USPS,2023-12,0.2640252707868621,78,78,AE78-->IL78,AE-->IL
CR-464-A,SHP107528,2023-04-24,2023-05-03,1,0,0,Road,16903.8,Middle East,TR,1865,IL,475121,10925.9,9,5985.73,3043.6,USPS,CR-464-A-USPS,2023-05,0.6463576237295756,18,47,TR18-->IL47,TR-->IL
CR-753-B,SHP130924,2024-06-07,2024-06-08,0,0,2,Air,98450.21,Latin America,CL,969613,NG,527834,10446.77,1,18533.77,2956.86,TNT,CR-753-B-TNT,2024-06,0.10611221652041168,96,52,CL96-->NG52,CL-->NG
CR-550-B,SHP676096,2025-02-02,2025-02-05,0,0,2,Air,106303.68,Middle East,IL,980031,AE,134681,9401.71,3,25911.06,4593.32,YRC Worldwide,CR-550-B-YRC Worldwide,2025-02,0.08844199937386928,98,13,IL98-->AE13,IL-->AE
CR-877-C,SHP739179,2024-01-23,2024-02-01,1,0,0,Road,11923.42,Middle East,AE,599146,US,48407,9332.05,9,3358.12,1999.16,YRC Worldwide,CR-877-C-YRC Worldwide,2024-02,0.7826655439462838,59,48,AE59-->US48,AE-->US
CR-192-A,SHP416056,2025-10-27,2025-10-28,0,1,0,Air,8258.97,Africa,EG,367634,AR,445608,3950.5,1,1400.22,590.74,UPS,CR-192-A-UPS,2025-10,0.4783284114120768,36,44,EG36-->AR44,EG-->AR
CR-617-A,SHP653747,2024-08-31,2024-09-01,0,1,0,Rail,679.14,North America,US,71544,US,35350,303.0,1,123.17,13549.72,ups,CR-617-A-ups,2024-09,0.4461524869688135,71,35,US71-->US35,US-->US
630255,SHP117382,2025-04-02,2025-04-04,0,1,2,Rail,775.57,Latin America,AR,915350,AR,826700,265.67,2,261.65,32830.0,SF Express,630255-SF Express,2025-04,0.3425480614257901,91,82,AR91-->AR82,AR-->AR
CR-874-B,SHP905573,2023-10-19,2023-10-21,1,1,0,Rail,3267.54,Asia,CN,299975,SG,293316,1553.99,2,845.11,18127.74,USPS,CR-874-B-USPS,2023-10,0.47558407854226725,29,29,CN29-->SG29,CN-->SG
CR-168-B,SHP253593,03-08-2024,2024-08-07,0,0,0,Road,2628.43,Middle East,IL,663900,IL,741277,338.89,4,1004.55,16467.78,YRC,CR-168-B-YRC,2024-08,0.1289324806062935,66,74,IL66-->IL74,IL-->IL
CR-992-A,SHP272474,2025-04-30,2025-05-07,1,0,0,Road,3784.25,North America,MX,10788,PE,560118,6178.13,7,926.17,832.84,ZIM,CR-992-A-ZIM,2025-05,1.6325903415472023,10,56,MX10-->PE56,MX-->PE
CR-848-C,SHP246272,2025-04-25,2025-05-03,1,0,0,Road,24381.46,Africa,KE,671613,ZA,647486,8761.55,8,5918.52,3752.83,SF Express,CR-848-C-SF Express,2025-05,0.35935296737767136,67,64,KE67-->ZA64,KE-->ZA
206725,SHP427335,2023-06-01,2023-06-04,1,0,0,Road,429.09,North America,US,93789,US,85591,277.04,3,125.23,2511.26,Kuehne + Nagel,206725-Kuehne + Nagel,2023-06,0.6456454356894825,93,85,US93-->US85,US-->US
CR-350-B,SHP317966,2025-03-12,2025-03-13,0,1,0,Rail,399.99,Latin America,CL,424032,CL,42070,192.05,1,146.17,25369.33,TNT,CR-350-B-TNT,2025-03,0.48013700342508564,42,42,CL42-->CL42,CL-->CL
CR-530-C,SHP119279,2023-07-14,2023-07-18,0,1,1,Rail,3630.44,Asia,KR,151129,IN,187447,1399.76,4,960.49,22872.76,YRC Worldwide,CR-530-C-YRC Worldwide,2023-07,0.3855620806293452,15,18,KR15-->IN18,KR-->IN
CR-942-B,SHP202745,2025-09-11,2025-09-24,0,0,0,Sea,22476.6,North America,US,46067,JP,955302,11065.33,13,10088.88,60783.72,ZIM,CR-942-B-ZIM,2025-09,0.49230444106315013,46,95,US46-->JP95,US-->JP
CR-953-C,SHP588196,2023-06-06,2023-06-20,1,0,0,Sea,9075.68,Europe,PL,9659,KE,656781,9500.87,14,6300.28,44208.46,TNT,CR-953-C-TNT,2023-06,1.0468493820848686,96,65,PL96-->KE65,PL-->KE
CR-281-C,SHP114901,2023-04-15,2023-04-22,0,1,0,Road,79382.94,Latin America,AR,84547,PE,345745,7817.32,7,33909.77,24098.75,USPS,CR-281-C-USPS,2023-04,0.09847607055117888,84,34,AR84-->PE34,AR-->PE
CR-121-B,SHP920236,2023-11-12,2023-11-18,1,0,0,Sea,9209.21,Asia,IN,913493,TR,3507,3949.71,6,3205.76,54109.72,YRC Worldwide,CR-121-B-YRC Worldwide,2023-11,0.42888695121514225,91,35,IN91-->TR35,IN-->TR
CR-876-A,645991,2023-04-07,2023-04-14,1,0,0,Road,27364.34,Middle East,SA,318122,BR,80496,7681.32,7,25458.29,18412.85,XPO Logistics,CR-876-A-XPO Logistics,2023-04,0.28070547288916886,31,80,SA31-->BR80,SA-->BR
CR-531-B,SHP342234,2025-07-21,2025-07-27,0,0,0,Road,16107.35,Africa,KE,416337,ZA,595730,7608.94,6,5473.69,3996.54,TNT,CR-531-B-TNT,2025-07,0.47238931295340325,41,59,KE41-->ZA59,KE-->ZA
359654,SHP281328,2024-06-15,2024-06-18,1,1,0,Air,228.73,North America,CA,68213,CA,81917,508.8,3,46.58,14222.92,Evergreen Marine,359654-Evergreen Marine,2024-06,2.22445678310672,68,81,CA68-->CA81,CA-->CA
CR-843-A,SHP251862,2023-12-02,2023-12-06,0,1,0,Sea,3642.53,Middle East,TR,1624,ES,4542,1638.5,4,1534.83,62448.69,TNT,CR-843-A-TNT,2023-12,0.4498247097484441,16,45,TR16-->ES45,TR-->ES
CR-456-B,SHP821623,2024-06-03,2024-06-11,1,0,0,Road,7757.605,North America,CA,97347,CN,342986,8005.57,8,4825.02,3348.38,ZIM,CR-456-B-ZIM,2024-06,1.031964117791509,97,34,CA97-->CN34,CA-->CN
CR-987-B,315108,2025-01-07,2025-01-17,0,0,2,Sea,18368.37,Middle East,AE,750602,CL,350795,8082.77,10,8992.92,74173.56,Royal Mail,CR-987-B-Royal Mail,2025-01,0.44003741213836617,75,35,AE75-->CL35,AE-->CL
234103,SHP608077,2023-11-27,2023-12-06,1,1,0,Road,7379.05,Middle East,SA,355621,EG,539043,8491.98,9,1996.05,1305.84,TNT,234103-TNT,2023-12,1.1508229379120618,35,53,SA35-->EG53,SA-->EG
CR-500-C,SHP696555,2024-07-23,2024-07-26,0,1,0,Road,1352.87,Asia,CN,231704,CN,746460,171.15,3,725.6,23553.38,TNT,CR-500-C-TNT,2024-07,0.12650882937754554,23,74,CN23-->CN74,CN-->CN
CR-186-C,SHP613975,2023-10-20,2023-10-21,1,0,0,Air,5676.0,Asia,CN,240920,KR,105394,913.48,1,1759.71,3210.63,Royal Mail,CR-186-C-Royal Mail,2023-10,0.16093727977448907,24,10,CN24-->KR10,CN-->KR
CR-538-A,SHP478747,2023-11-23,2023-11-27,0,1,0,Sea,5481.86,Asia,CN,585525,KR,859115,1427.84,4,2140.08,99921.4,YRC Worldwide,CR-538-A-YRC Worldwide,2023-11,0.2604663380677361,58,85,CN58-->KR85,CN-->KR
CR-978-C,SHP190058,2024-05-17,2024-05-22,1,0,0,Road,8163.81,Europe,IT,6143,IN,474417,4187.6,5,1637.28,2172.12,YRC Worldwide,CR-978-C-YRC Worldwide,2024-05,0.5129467736265297,61,47,IT61-->IN47,IT-->IN
CR-485-B,SHP307712,2024-06-09,2024-06-16,1,0,0,Rail,8044.11,Europe,DE,2332,BR,34512,6914.36,7,5441.6,26233.3,ZIM,CR-485-B-ZIM,2024-06,0.8595556251717095,23,34,DE23-->BR34,DE-->BR
CR-557-A,SHP228983,2024-02-15,2024-02-20,0,0,3,Road,37738.5,North America,US,75631,PL,2465,7132.37,5,21078.49,16418.49,YRC Worldwide,CR-557-A-YRC Worldwide,2024-02,0.18899452813439854,75,24,US75-->PL24,US-->PL
CR-890-A,SHP484963,2024-10-20,2024-10-29,1,1,0,Road,22367.1,Europe,PL,4064,ZA,917209,10267.81,9,6472.83,3502.22,XPO Logistics,CR-890-A-XPO Logistics,2024-10,0.4590586173442243,40,91,PL40-->ZA91,PL-->ZA
CR-807-A,SHP349845,2025-03-21,2025-03-27,0,1,2,Road,12276.34,Middle East,SA,755055,IL,676017,6007.89,6,2800.08,2589.26,YRC Worldwide,CR-807-A-YRC Worldwide,2025-03,0.4893877165344069,75,67,SA75-->IL67,SA-->IL
CR-767-C,SHP519286,2024-12-05,2024-12-08,1,0,0,Road,95.94,Latin America,PE,222326,PE,805831,238.56,3,12.61,293.6,U.P.S,CR-767-C-U.P.S,2024-12,2.486554096310194,22,80,PE22-->PE80,PE-->PE
CR-601-A,SHP355895,2023-05-26,2023-05-29,1,0,0,Sea,2927.5,Asia,SG,820009,KR,965474,947.86,3,1065.39,74932.39,USPS,CR-601-A-USPS,2023-05,0.3237779675491033,82,96,SG82-->KR96,SG-->KR
CR-563-B,SHP282699,2024-11-17,2024-11-18,0,0,0,Air,18479.07,North America,CA,47749,BE,8508,5878.83,1,3424.85,970.96,UPS,CR-563-B-UPS,2024-11,0.31813451650975944,47,85,CA47-->BE85,CA-->BE
CR-712-B,SHP649909,2024-03-06,2024-03-14,0,1,0,Road,16193.09,Latin America,BR,54070,FR,3937,9332.73,8,3038.35,1808.66,XPO Logistics,CR-712-B-XPO Logistics,2024-03,0.576340278476807,54,39,BR54-->FR39,BR-->FR
CR-233-B,SHP642701,2023-09-15,2023-09-28,0,1,0,Sea,15262.9,Africa,KE,127317,NG,236373,8626.63,13,5020.39,38797.65,Royal Mail,CR-233-B-Royal Mail,2023-09,0.5652025499741202,12,23,KE12-->NG23,KE-->NG
CR-659-B,SHP359953,2024-03-14,2024-03-17,1,0,0,Road,6397.94,North America,MX,88575,CN,604807,4099.27,3,2056.22,2786.7,YRC Worldwide,CR-659-B-YRC Worldwide,2024-03,0.6407171683385591,88,60,MX88-->CN60,MX-->CN
CR-960-C,SHP972025,2023-04-16,2023-05-01,1,1,0,Sea,18625.07,Latin America,CO,563177,IL,296750,11857.06,15,15544.86,87401.47,UPS,CR-960-C-UPS,2023-05,0.6366182784816379,56,29,CO56-->IL29,CO-->IL
CR-655-C,SHP598843,2025-04-13,2025-04-14,0,1,0,Air,4061.06,Europe,ES,5573,IT,2790,1443.81,1,959.05,1107.09,U.S.P.S,CR-655-C-U.S.P.S,2025-04,0.35552540469729577,55,27,ES55-->IT27,ES-->IT
