carrier_name,carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,shipment_weight_kg,cost_usd,status,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,remarks,data_entry_source
Nippon Express,CR-227-C,SHP768446,2025-05-23,06/05/2025,No,1,0,Rail,10090.15,8330.09,Returned,Africa,KE,167455,ES,4789,10705.73,13,3240.67,SLA breach,EDI
Royal Mail,CR-296-B,SHP494898,2023-02-25,2023-03-01,0,0,0,Rail,37547.41,$3859.34,In Transit,Europe,BE,2471,IT,7515,1333.27,4,1501.82,No issues,EDI
Royal Mail,CR-676-A,SHP747344,2023-07-15,2023-07-20,1,0,0,Road,820.64,1133.56,Delivered,Latin America,CO,411941,ZA,231346,3998.6,5,590.66,Left at front desk,Manual
COSCO,CR-938-C,SHP803334,2023-05-10,2023-05-20,Yes,0,0,Sea,51973.01,16933.96,Returned,Middle East,TR,6502,AE,812809,6859.79,10,5347.86,Partial delivery,API
CEVA Logistics,CR-953-B,SHP371397,2023-03-12,2023-03-19,0,0,0,Rail,26817.5,15073.91,Delivered,Middle East,TR,9982,CO,523026,7355.18,7,5917.42,Left at front desk,Portal
Maersk,CR-960-A,SHP667295,2023-03-03,2023-03-06,0,0,0,Road,1227.74,737.7,Returned,Asia,JP,282656,SG,986954,1790.0,3,395.58,No issues,Manual
Nippon Express,CR-305-C,SHP219258,2025-09-22,2025-09-25,0,0,0,Road,2386.78,410.37,Delivered,North America,CA,70567,CA,68279,179.98,3,77.32,Documentation missing,EDI
SFExpress,999066,SHP903354,17-02-2024,2024-02-20,0,0,0,Sea,27741.56,1626.31,Delayed,Europe,SE,2425,BE,7106,1122.77,3,467.21,No issues,Manual
Nippon Express,CR-231-C,SHP387738,2024-12-11,2024-12-13,0,0,0,Air,1379.23,3359.56,Delivered,Europe,BE,4071,PL,5043,899.78,2,744.6,Customs hold,EDI
Nippon Express,CR-387-B,SHP532146,2024-01-14,2024-01-25,0,1,0,Road,966.03,10989.95,Delivered,Middle East,SA,855333,BR,57666,11717.36,11,2037.47,SLA breach,Manual
Hapag-Lloyd,CR-613-C,SHP208858,2023-11-23,2023-11-27,1,0,0,Sea,60508.23,2211.2,Returned,Asia,KR,104236,SG,367090,851.31,4,772.67,Partial delivery,Manual
HapagLloyd,CR-643-A,SHP842304,2025-01-16,2025-01-22,1,1,0,Road,1141.13,6460.69,In Transit,Latin America,PE,25019,KE,791407,6199.84,6,1273.47,Partial delivery,Manual
Maersk,CR-942-B,SHP479781,2024-09-09,2024-09-13,1,0,3,Sea,95317.65,5474.57,Cancelled,Europe,PL,3506,DE,8135,1250.37,4,1787.73,Documentation missing,Email
SF Express,CR-462-A,SHP582084,2025-05-01,2025-05-02,1,0,0,Road,2218.15,632.23,Cancelled,Africa,ZA,166555,ZA,345624,314.16,1,125.43,Partial delivery,Portal
Nippon Express,CR-661-B,SHP136575,2024-12-18,2024-12-30,1,1,0,Rail,16798.16,N/A,Delivered,Africa,ZA,868235,EG,995198,11450.33,12,5770.33,Partial delivery,EDI
Ceva,CR-111-B,SHP244062,2023-04-09,2023-04-10,1,0,0,Rail,32300.37,1420.88,Delivered,Asia,SG,359067,SG,855941,419.87,1,406.86,No issues,Manual
Hapag-Lloyd,CR-853-A,SHP893745,2024-01-14,2024-01-16,0,0,0,Air,3246.93,USD 10841.87,Delayed,North America,CA,85430,US,28178,1143.01,2,2226.76,Customs hold,Email
DB Schenker,587044,SHP195759,2024-03-19,2024-03-23,1,1,0,Air,1727.98,21537.88,In Transit,North America,CA,33258,BE,3862,4792.97,4,4969.3,Left at front desk,Portal
DHL,CR-921-C,SHP311492,2025-05-31,2025-06-01,0,0,0,Air,258.9,7207.42,Returned,Asia,SG,891427,BR,12380,10419.82,1,1618.6,Left at front desk,EDI
USPS,679158,SHP103475,2023-08-26,2023-09-06,0,1,0,Rail,11222.6,23008.72,In Transit,Middle East,TR,3372,KR,144034,10600.46,11,3568.94,SLA breach,Email
FedEx,CR-464-A,SHP324532,2023-12-07,2023-12-17,0,0,3,Rail,8141.13,15062.35,In Transit,North America,US,21092,PE,536029,10734.96,10,2621.84,Customs hold,API
Royal Mail,CR-745-A,SHP334954,2024-03-25,2024-04-04,0,0,0,Sea,64850.86,12572.31,Delayed,Middle East,AE,692118,IL,163247,7655.41,10,7446.9,SLA breach,Email
Royal Mail,CR-266-B,SHP978684,2024-06-08,2024-06-11,1,1,0,Road,1311.69,2291.31,Delayed,Asia,JP,573284,KR,951277,1813.57,3,428.19,Left at front desk,Manual
SF Express,CR-586-C,SHP804456,2024-02-27,2024-03-06,0,1,3,Sea,55625.56,5241.83,Delivered,Latin America,AR,837062,PL,5313,4224.96,8,3525.24,Partial delivery,Email
FedEx,CR-267-C,SHP916004,2023-03-10,2023-03-17,1,1,0,Road,3643.37,USD 31632.24,Delayed,Asia,SG,630373,NG,521698,9687.48,7,6353.11,Documentation missing,Email
CEVA Logistics,CR-950-C,SHP200802,2024-08-04,2024-08-10,0,0,0,Road,989.25,6596.77,Delivered,Asia,KR,825789,SA,823365,8674.27,6,1544.59,Documentation missing,EDI
Rhenus,CR-569-C,SHP808371,2024-03-03,2024-03-11,1,1,0,Road,1822.72,17312.82,Delivered,Africa,KE,690385,ZA,707345,10650.53,8,3494.33,Customs hold,Manual
FedEx,CR-629-B,SHP574143,2024-10-05,2024-10-17,1,0,0,Sea,43648.97,16090.97,In Transit,Latin America,CO,233850,SA,742957,8117.76,12,5314.98,Documentation missing,API
DBCargo,244221,SHP267102,13-08-2024,2024-08-19,1,1,0,Road,3135.41,10155.33,In Transit,North America,CA,68571,AE,392898,4900.77,6,2765.86,Left at front desk,EDI
Hapag-Lloyd,CR-811-B,SHP469620,2025-02-02,2025-02-06,0,1,0,Sea,81274.41,7532.46,Delayed,North America,CA,31604,MX,19018,1913.99,4,2333.38,Customs hold,Email
ZIM,CR-264-C,SHP233651,2023-03-12,2023-03-20,1,0,0,Road,21489.4,41230.41,Returned,North America,CA,73065,IL,141165,9054.16,8,35022.32,Partial delivery,Manual
Maersk,CR-814-A,SHP630205,2024-01-04,2024-01-13,1,0,0,Road,3394.47,11007.46,Delivered,Asia,CN,846253,ZA,818066,9799.1,9,5987.29,SLA breach,Manual
SF Express,CR-100-C,SHP734819,2023-02-25,2023-02-27,0,0,0,Air,3273.08,60300.04,Delayed,North America,MX,17943,CN,316386,8921.48,2,17520.43,Partial delivery,API
Nippon Express,340799,SHP992898,2023-03-05,2023-03-20,1,0,0,Sea,46391.97,18604.51,Cancelled,Asia,JP,112672,EG,234179,9733.26,15,6773.17,Partial delivery,Portal
Nippon,192443,SHP213527,2025-09-17,09/18/2025,1,None,0,Air,2935.15,28807.81,Delayed,North America,US,50962,TR,7184,4794.14,1,8442.91,Customs hold,API
COSCO,CR-967-B,SHP505381,2023-12-08,2023-12-21,No,0,2,Rail,34965.08,36237.47,Cancelled,Latin America,BR,78430,PE,930969,11030.58,13,11570.55,Customs hold,Manual
Rhenus,CR-777-B,SHP756446,2025-06-09,2025-06-17,1,0,0,Road,355.27,2589.49,Cancelled,Latin America,CO,664399,MX,77099,7260.28,8,464.29,Documentation missing,Portal
Royal Mail,CR-655-A,SHP700043,2025-03-27,2025-03-28,0,0,0,Air,3501.91,9460.91,Returned,North America,CA,50540,MX,20302,1638.93,1,3443.62,SLA breach,API
ZIM,CR-897-A,SHP221875,2025-06-06,2025-06-09,1,0,0,Road,3241.47,7489.67,In Transit,Middle East,SA,337969,PE,196089,3997.82,3,2332.59,Partial delivery,Manual
TNT,CR-603-A,SHP906048,2023-06-01,2023-06-12,1,0,1,Rail,16844.27,26706.72,Cancelled,Europe,FR,4578,CL,644790,11304.26,11,5712.36,SLA breach,EDI
Nippon,CR-810-B,SHP339701,2024-12-03,2024-12-13,No,0,0,Sea,60142.64,$21116.83,In Transit,Europe,FR,1344,BR,96874,7861.1,10,7091.81,Documentation missing,Email
USPS,CR-943-B,SHP476310,2024-10-06,2024-10-11,1,0,0,road,3532.06,22042.91,Cancelled,Asia,CN,962525,IL,553016,7049.47,5,4481.85,Documentation missing,Manual
DB Schenker,CR-967-C,SHP366057,2024-12-08,2024-12-10,1,0,0,Air,2167.4,17820.87,Delayed,Middle East,IL,395678,TR,7584,3613.7,2,4699.39,Left at front desk,Portal
Hapag-Lloyd,CR-110-C,SHP230938,2025-02-03,2025-02-14,1,1,0,Rail,18885.09,12488.58,Delivered,Europe,SE,5556,MX,99807,8478.89,11,4803.74,Left at front desk,Portal
Y.R.C,CR-869-C,SHP863960,2024-08-05,2024-08-13,0,1,0,Rail,20868.51,10100.04,In Transit,North America,MX,75659,CN,947817,4976.77,8,3115.73,Documentation missing,EDI
Kuehne + Nagel,CR-538-B,SHP657583,25-02-2023,2023-03-10,0,0,0,Sea,85549.03,36813.81,In Transit,Africa,KE,579490,EG,778225,9023.48,13,11579.25,Customs hold,Manual
DB Cargo,CR-483-C,SHP621942,2023-01-01,2023-01-13,0,0,3,Sea,70954.49,16363.69,Cancelled,Asia,KR,174134,PL,7761,9261.36,12,9857.03,Left at front desk,EDI
CEVA,CR-519-B,SHP274031,2023-04-24,2023-04-28,0,1,0,Rail,38198.51,3378.34,Returned,North America,CA,87787,MX,99867,1392.14,4,1595.33,Partial delivery,Portal
YRC Worldwide,CR-581-C,SHP657201,2023-07-31,2023-08-04,0,0,0,Sea,52623.86,3133.01,In Transit,North America,CA,75148,US,84642,1818.14,4,1435.17,Customs hold,Email
ZIM,CR-887-C,SHP104400,2024-06-13,2024-06-14,0,0,0,Air,3956.18,5613.64,In Transit,Asia,KR,884727,KR,129529,764.81,1,1815.45,Partial delivery,Portal
TNT,CR-730-A,SHP741276,2024-02-27,2024-03-08,0,0,0,Road,1110.19,3912.79,Cancelled,Latin America,PE,799852,AR,50906,11604.74,10,2319.03,Left at front desk,Portal
UPS,CR-753-C,SHP833739,2023-10-14,2023-10-18,0,0,1,Air,1059.41,30092.15,Delivered,North America,CA,52742,PE,58777,9810.16,4,6235.81,Customs hold,Email
Nippon Express,CR-373-C,SHP139170,2023-12-10,2023-12-14,0,0,2,Road,14534.02,32188.38,Delayed,Middle East,SA,372041,AE,661824,3423.46,4,8956.19,Customs hold,API
ZIM,CR-961-C,SHP406283,2023-07-19,2023-07-22,1,0,0,Air,2657.23,N/A,In Transit,Africa,EG,527289,BR,67311,8825.97,3,14071.59,Partial delivery,EDI
FedEx,CR-190-A,SHP929476,2024-06-02,2024-06-06,0,1,0,Air,3430.22,$44688.72,In Transit,Latin America,PE,823436,KE,149042,7989.36,4,16443.17,Customs hold,Manual
Rhenus,651234,SHP593623,2025-08-28,09/05/2025,0,1,2,Sea,27288.95,7370.13,Cancelled,Middle East,IL,935458,PE,279892,4785.65,8,1958.93,Documentation missing,Manual
Rhenus,CR-118-C,SHP574643,2023-10-22,2023-10-23,0,1,0,Rail,37728.95,$914.39,Delayed,Africa,NG,595938,NG,395601,306.95,1,347.42,Documentation missing,Manual
DB Cargo,CR-614-B,SHP707517,2023-02-10,2023-02-15,1,1,0,Road,686.21,2299.07,Delayed,Asia,CN,452920,MX,54763,5729.19,5,707.66,No issues,API
DB Cargo,CR-581-B,SHP850655,2023-01-16,2023-01-26,0,1,2,Road,1668.87,15761.03,Delivered,Latin America,BR,14106,CL,359922,11519.6,10,3460.46,Left at front desk,Portal
XPO Logistics,CR-454-A,SHP167054,2024-02-26,2024-03-01,0,1,0,Air,3782.68,82956.47,Delayed,Europe,ES,1803,ZA,590878,6977.58,4,15836.39,Customs hold,Portal
Hapag-Lloyd,CR-859-A,SHP113980,2023-03-06,2023-03-07,1,0,0,Rail,14335.7,1037.33,In Transit,Latin America,CO,391189,CO,731933,511.35,1,219.92,Left at front desk,Portal
USPS,CR-181-B,SHP801661,2023-04-07,2023-04-13,1,0,0,Sea,62049.59,N/A,In Transit,North America,CA,95707,DE,4916,4192.68,6,3902.31,SLA breach,Email
Evergreen Marine,CR-693-A,SHP116386,2024-02-06,2024-02-10,1,1,0,Road,3492.26,7269.25,Returned,Middle East,AE,556055,TR,5011,5001.58,4,3144.02,Documentation missing,Email
DB Schenker,477038,SHP612067,2025-03-13,2025-03-14,0,1,0,Rail,21078.26,545.75,Delivered,Middle East,SA,115397,SA,522594,291.86,1,184.56,No issues,Manual
Nippon Express,CR-688-B,SHP999584,2024-06-04,2024-06-08,1,1,0,Rail,32282.46,2073.67,In Transit,North America,US,15877,MX,41632,1620.18,4,1569.1,Customs hold,Email
COSCO,CR-644-C,SHP456228,2023-11-20,2023-11-30,1,None,0,Road,551.44,5381.16,Delivered,Middle East,SA,480891,TR,1603,11524.91,10,1143.94,No issues,Email
USPS,CR-206-C,SHP805440,2025-05-13,2025-05-20,1,1,0,Road,2338.87,17708.13,Delivered,Europe,PL,7551,AE,366152,9071.85,7,3819.22,SLA breach,Email
YRC Worldwide,CR-430-B,SHP802884,2025-04-26,2025-05-05,1,0,0,Sea,23737.11,8684.32,Delivered,Latin America,CO,372685,AE,572577,6716.44,9,2391.43,Documentation missing,Manual
TNT,CR-503-A,SHP994637,2025-01-06,2025-01-09,No,1,0,Air,2795.16,54420.23,In Transit,Latin America,BR,52925,CL,561113,9740.65,3,16336.01,No issues,EDI
Nippon Express,CR-940-C,SHP404974,2025-03-31,2025-04-05,1,0,0,Sea,72416.09,$2365.49,Delivered,Europe,PL,6722,FR,6232,1690.0,5,1835.74,Partial delivery,API
SF Express,CR-183-A,SHP149168,2024-07-24,2024-08-02,No,0,0,Road,11900.01,51653.02,Delayed,Middle East,IL,169041,AR,594809,10097.59,9,21629.04,Left at front desk,EDI
FedEx,CR-732-C,SHP470626,2025-03-11,2025-03-19,0,1,0,Sea,26789.56,3604.04,Delivered,Latin America,CO,405152,AR,50205,4096.99,8,1646.35,Left at front desk,EDI
DHL,CR-453-C,SHP251966,2024-07-30,2024-08-02,1,0,0,Air,4530 g,37744.74,Returned,Africa,ZA,250562,NG,813785,3585.63,3,9746.84,Partial delivery,Manual
Nippon,CR-490-B,SHP289951,2023-09-14,09/20/2023,0,0,0,Road,1531.36,9259.02,In Transit,North America,CA,67301,PE,353144,8497.64,6,2342.33,Partial delivery,Email
XPO Logistics,CR-718-C,SHP499394,2023-08-29,2023-09-03,1,1,0,Sea,42471.05,3098.04,Returned,Europe,DE,8380,SE,4380,1796.57,5,1144.53,No issues,API
UPS,CR-592-C,SHP719640,2023-12-16,2023-12-19,1,0,0,Sea,29702.06,2287.05,Returned,Europe,PL,5694,ES,1523,1470.03,3,654.94,No issues,EDI
Maersk,CR-912-C,SHP978933,2024-01-27,2024-02-01,1,0,0,Road,20658.43,20332.1,Delivered,Africa,ZA,159715,NG,321184,4184.61,5,15560.53,Documentation missing,EDI
YRC Worldwide,CR-229-B,SHP983377,2025-03-24,2025-03-31,No,0,1,Rail,15368.96,7616.75,In Transit,Middle East,TR,6904,SA,341925,5303.55,7,2445.3,Left at front desk,Manual
Kuehne + Nagel,CR-327-B,SHP780990,2025-10-03,2025-10-07,0,1,0,Sea,43552.05,2484.64,Returned,Asia,KR,282270,SG,467015,1853.37,4,1210.77,Left at front desk,Email
CEVA Logistics,CR-997-C,SHP605328,2023-07-03,2023-07-04,1,0,0,Air,3414.36,7006.22,Delayed,North America,US,85519,CA,56345,1284.92,1,2632.31,Documentation missing,API
Evergreen M.,552852,SHP406015,2024-04-13,2024-04-16,0,0,0,Sea,38106.14,730.32,In Transit,Middle East,SA,720672,SA,331463,362.89,3,207.42,Left at front desk,Portal
Kuehne + Nagel,CR-702-C,SHP434662,2024-07-07,2024-07-08,1,1,0,Air,3543.86,70957.93,Delayed,Middle East,IL,297210,CN,950139,7566.6,1,16088.99,Customs hold,Manual
DHL,CR-143-B,SHP198137,2024-02-19,2024-02-27,Yes,0,0,Sea,24967.17,3885.07,Delayed,Latin America,CO,50513,PE,632494,6846.55,8,2564.08,SLA breach,EDI
FedEx,CR-915-B,SHP217963,2023-10-07,2023-10-10,0,1,0,Sea,37172.48 kg,3265.32,In Transit,North America,US,99728,CA,28421,1995.13,3,1112.46,SLA breach,EDI
SF Express,CR-476-A,SHP475446,2024-06-05,2024-06-09,0,1,0,Sea,61564.44,7827.2,Delivered,Middle East,SA,568165,AR,516708,3186.27,4,2942.41,No issues,Email
YRC Worldwide,866875,SHP717393,2023-05-18,2023-05-23,1,0,0,Rail,31564.92,8129.13,Cancelled,Latin America,BR,88407,PE,107141,4083.08,5,3866.46,SLA breach,Portal
FedEx Corporation,122970,SHP473506,2024-12-03,2024-12-06,0,1,2,Air,1308.83,3846.95,Delivered,North America,MX,91812,CA,19058,964.54,3,757.44,SLA breach,EDI
YRC Worldwide,CR-953-A,SHP875594,2023-11-21,2023-11-25,1,1,0,Rail,26100.61,10735.94,Delayed,Europe,FR,4393,US,28279,3618.22,4,2833.13,SLA breach,Portal
X.P.O Logistics,CR-748-A,SHP239678,2024-05-12,2024-05-17,0,1,0,Rail,21079.93 kg,10839.0,In Transit,Latin America,AR,51090,NG,615434,4923.76,5,3113.78,SLA breach,Portal
Kuehne & Nagel,CR-431-B,SHP478777,2023-06-06,2023-06-12,Yes,0,0,Road,19653.52,24866.62,Cancelled,Latin America,CL,25753,SG,571368,5627.13,6,19906.72,Left at front desk,EDI
Nippon Express,CR-213-C,SHP510101,2025-07-16,2025-07-18,0,1,1,Road,16931.03,8123.91,Delivered,Asia,CN,209122,KR,629245,1792.11,2,5461.6,Customs hold,API
YRC Worldwide,CR-336-B,SHP413811,2023-08-26,2023-09-08,0,0,0,Rail,28906.11,21347.73,In Transit,Africa,EG,652059,NG,993027,10528.18,13,9129.86,Partial delivery,Manual
FedEx,CR-233-B,SHP676636,2024-07-04,2024-07-08,0,1,3,Rail,17884.98,$1069.84,Returned,North America,US,76380,US,69998,704.75,4,378.14,SLA breach,Manual
XPO Logistics,CR-528-C,SHP880820,2024-10-26,2024-10-29,1,1,0,Air,1361.69,3070.62,In Transit,Europe,ES,8583,FR,1898,932.79,3,762.1,No issues,EDI
FedEx Corporation,CR-513-A,SHP938845,2023-03-24,2023-03-29,0,1,0,Road,3183 g,9952.16,Delayed,Middle East,AE,941846,TR,3813,4987.06,5,2858.04,Customs hold,Portal
CEVA Logistics,CR-544-A,SHP347943,2024-10-07,2024-10-21,1,1,0,Sea,93210.8,32366.14,Cancelled,Middle East,IL,122718,AE,758748,11846.64,14,16563.52,SLA breach,API
TNT,CR-996-A,SHP424467,2023-12-27,2024-01-02,1,0,0,Sea,61374.48,4410.15,Returned,North America,CA,16164,US,47369,1817.16,6,1672.91,Customs hold,Email
YRC Worldwide,CR-306-A,SHP747729,2025-04-02,2025-04-10,0,1,0,Road,22963.33,143943.1,Returned,Asia,SG,718315,CO,66356,11730.53,8,48486.94,No issues,API
Royal Mail,CR-500-B,SHP722931,2023-03-20,2023-03-21,0,1,0,Air,4400.26,84914.6,Delayed,Asia,IN,503643,BE,9951,6128.24,1,16179.49,Documentation missing,Email
db schenker,CR-678-C,SHP355107,2024-09-30,2024-10-02,1,0,0,Road,2099.25,1074.36,Delivered,North America,MX,37155,US,28769,1420.18,2,536.64,Customs hold,Portal
X.P.O Logistics,CR-226-A,SHP564105,2024-03-03,2024-03-07,0,1,0,air,2720.35 kg,52324.95,Delivered,Middle East,IL,839434,SA,375007,7664.17,4,12509.55,Partial delivery,Email
DB Schenker,CR-725-C,SHP671064,2023-02-28,2023-03-03,0,1,0,Road,20254.24,41137.37,Cancelled,Middle East,TR,7952,US,37866,3636.54,3,13257.97,No issues,Manual
Hapag-Lloyd,CR-861-B,SHP919394,2023-12-04,2023-12-12,0,0,2,Sea,87769.4,7343.96,Delayed,Latin America,PE,586587,BR,88322,4830.45,8,6359.49,No issues,EDI
COSCO,CR-763-B,SHP711301,2023-03-08,2023-03-09,0,1,0,Road,2995.44,993.28,In Transit,Latin America,CL,261482,CL,430138,439.22,1,236.82,Partial delivery,Email
Hapag-Lloyd,CR-304-B,SHP940943,2024-06-24,2024-06-25,1,1,0,Road,20511.84,$1812.92,Delayed,Africa,NG,726817,NG,826673,206.48,1,762.36,SLA breach,API
COSCO,CR-608-C,SHP157253,03-07-2023,2023-07-07,0,0,0,road,24644.77,10047.03,Cancelled,Europe,DE,7690,ES,7999,1974.86,4,8760.58,Partial delivery,Manual
Nippon Express,946894,SHP127064,2025-10-09,2025-10-14,0,0,0,Sea,81176.43,3919.35,Returned,Europe,NL,9644,DE,5513,1956.1,5,2381.83,Documentation missing,API
Rhenus,CR-668-A,SHP979311,2023-10-08,2023-10-17,1,0,0,Road,3481.95,$29951.72,Cancelled,Latin America,CL,889152,BE,8624,11865.83,9,7436.91,Left at front desk,EDI
Fed Ex,CR-685-C,SHP928944,2024-02-22,2024-02-25,0,0,1,Air,1151.55,40879.99,Returned,Middle East,SA,173862,IL,844937,11761.85,3,8126.58,Documentation missing,API
USPS,CR-415-B,SHP428710,2025-06-21,2025-06-24,1,1,0,Air,854.61,980.85,Cancelled,Latin America,PE,594407,PE,546259,250.31,3,128.35,Partial delivery,Email
Maersk,372672,SHP872003,2023-01-13,2023-01-22,1,1,0,Rail,33000.25,$20528.64,Returned,Middle East,AE,859956,SA,168915,8156.17,9,8074.67,Customs hold,EDI
COSCO,298559,SHP427370,2025-09-23,2025-09-26,0,0,1,Road,3311.69,2305.78,Delayed,Europe,PL,5487,FR,6334,1782.53,3,1062.58,Partial delivery,API
CEVA Logistics,223425,SHP842711,2025-09-20,2025-09-22,0,1,0,Air,1449.04,22373.2,Delivered,North America,CA,62538,KR,521349,5409.4,2,4703.06,No issues,EDI
Rhenus,CR-591-C,SHP725542,2024-06-26,2024-07-05,0,1,2,Rail,26287.22,18789.4,Delayed,Middle East,TR,6309,IN,118261,8786.43,9,6929.12,Left at front desk,API
SF Express,CR-215-A,SHP464425,2025-10-07,10/10/2025,1,1,0,Road,3727.89,11394.91,Returned,Middle East,TR,8758,SA,276017,3888.09,3,2608.99,Customs hold,API
SF Express,CR-498-B,SHP496165,2024-09-12,2024-09-23,1,1,0,Rail,11959.66,20451.72,Returned,Asia,CN,521888,US,41817,11983.96,11,4299.72,SLA breach,Portal
Nippon Express,CR-933-C,482502,2025-06-08,2025-06-22,1,1,0,Rail,24592.54,13511.76,Returned,North America,MX,21074,SE,2240,11553.86,14,8524.16,Left at front desk,EDI
Maersk,CR-208-C,SHP632600,2025-08-29,2025-09-04,Yes,0,0,Road,1699.02,9885.62,Delayed,Latin America,AR,158816,PE,367688,8769.79,6,2682.01,No issues,Portal
Rhenus Intl,CR-652-C,SHP280010,2023-02-13,2023-02-23,Yes,0,0,Rail,15110.14,17064.67,Cancelled,Middle East,TR,7766,SA,387517,9576.66,10,4341.14,Documentation missing,Email
Royal Mail,184519,SHP182336,2023-01-11,2023-01-13,1,0,0,Air,1445.48,41103.92,Cancelled,Europe,SE,4000,ZA,623277,9828.27,2,8523.95,Customs hold,Email
DB Cargo,CR-607-A,SHP727558,2023-04-14,2023-04-18,1,0,0,Road,10157.81,16171.02,Returned,Asia,SG,376305,IL,921206,4469.88,4,8172.76,No issues,Manual
Royal Mail,CR-752-B,SHP459810,2024-03-22,2024-03-24,1,Provided,3,Sea,31951.75,705.1,Returned,Latin America,BR,43060,BR,71320,283.94,2,136.08,Documentation missing,Portal
XPO Logistics,CR-943-B,SHP416236,2025-06-22,2025-06-27,0,1,0,Rail,12515.24,5454.87,Delayed,North America,US,96315,ZA,277062,3292.35,5,1236.14,Customs hold,EDI
DHL,CR-852-C,SHP118709,2025-08-29,2025-08-31,0,0,2,Road,3490.52,$4907.49,Delivered,North America,CA,67444,US,50892,1998.13,2,1255.41,Partial delivery,EDI
CEVA Logistics,CR-997-A,SHP509984,2023-02-15,2023-02-20,1,1,0,Road,2225.08,4995.62,Cancelled,Middle East,TR,2565,IL,577290,4914.49,5,1968.32,Left at front desk,Email
CEVA Logistics,CR-554-B,SHP910085,2024-03-14,2024-03-22,0,0,2,Road,17317.95,49709.55,Delayed,Europe,ES,2122,NG,713760,9644.59,8,30064.41,Documentation missing,Email
ups,CR-965-C,SHP102789,2025-05-01,2025-05-09,0,0,0,Road,2132.11,17759.24,Returned,North America,MX,64475,TR,8157,9714.71,8,3728.31,Customs hold,Portal
Maersk,CR-236-B,SHP418575,2024-01-26,2024-01-28,1,1,0,Sea,31451.74,871.52,Delayed,Asia,JP,361826,JP,414826,742.56,2,350.32,Documentation missing,EDI
DB Cargo,CR-987-A,SHP202797,2025-10-04,2025-10-10,1,1,0,Rail,31473.56,9051.48,Returned,Latin America,PE,986468,CO,459492,5109.38,6,4824.31,Left at front desk,EDI
Maersk,CR-898-A,SHP282643,2024-09-09,2024-09-17,0,1,2,Road,21812.19,96881.08,Delivered,Latin America,BR,51545,KR,262093,9327.77,8,36622.62,No issues,EDI
Maersk,CR-579-B,SHP191525,2024-02-13,2024-02-14,0,1,2,Air,141.36,416.61,Delayed,Africa,KE,584534,KE,402234,278.07,1,23.59,Documentation missing,API
ZIM,CR-557-B,SHP811911,2023-02-08,2023-02-18,1,1,0,Rail,32574.47,18687.48,Returned,Middle East,IL,585653,AE,644378,7870.98,10,7691.79,SLA breach,EDI
Maersk,CR-877-B,SHP549132,2023-01-19,2023-01-24,1,1,0,Sea,54226.0,1503.17,Delivered,Asia,SG,360701,JP,755994,1183.72,5,962.83,Customs hold,API
YRC Worldwide,CR-158-C,SHP680592,07-05-2023,2023-05-12,1,1,0,Rail,19886.32,4791.08,Delayed,Europe,PL,8724,FR,9453,1845.5,5,1101.01,No issues,Email
UPS,CR-398-A,SHP836622,2024-03-26,2024-03-28,1,1,0,Rail,32741.48,1272.97,Delivered,Africa,NG,445012,NG,808781,770.71,2,757.02,Documentation missing,Manual
Maersk,CR-266-C,SHP986522,2023-11-30,2023-12-11,1,1,0,Sea,42583.36,14860.54,Cancelled,Latin America,CL,834336,DE,6098,8595.44,11,5490.34,SLA breach,Manual
XPO Logistics,CR-774-A,SHP816770,2025-04-28,2025-04-29,0,0,0,Sea,32941.26,1152.41,Returned,Asia,SG,249942,SG,377618,646.14,1,319.27,Left at front desk,Manual
USPS,CR-543-C,SHP224016,2025-04-03,2025-04-05,1,1,0,Air,644.63,12797.91,Delivered,Latin America,CO,710310,BR,14929,7375.92,2,2852.85,Customs hold,API
DB Cargo,CR-714-A,SHP799036,2024-01-27,2024-01-29,0,0,0,Road,1067.77,670.85,Delivered,Europe,ES,5724,IT,6011,853.85,2,164.11,Documentation missing,EDI
Royal Mail,173250,SHP513313,2023-10-07,2023-10-16,1,None,0,Sea,74107.32,15902.8,In Transit,Middle East,IL,653230,CL,229017,5111.62,9,5682.13,SLA breach,Email
DHL,CR-530-C,SHP187944,2025-08-26,2025-08-29,0,1,0,Sea,51119.11,2584.36,Delayed,North America,MX,63055,US,31779,1929.04,3,1479.16,Left at front desk,Email
Evergreen Marine,CR-160-C,SHP959118,2025-01-08,2025-01-10,0,0,0,Rail,18399.67,461.07,Delivered,Africa,ZA,408731,ZA,607643,206.8,2,114.15,Customs hold,Portal
Maersk,CR-506-C,SHP845891,2024-09-05,2024-09-08,0,0,0,Road,986.01,988.58,Delayed,Asia,SG,718088,IN,641722,1174.96,3,208.53,Customs hold,EDI
USPS,CR-385-C,SHP336659,2024-02-13,2024-02-16,1,0,0,Sea,67074.27,2281.47,In Transit,North America,US,40092,US,65282,754.3,3,758.91,Partial delivery,Portal
Hapag-Lloyd,CR-477-B,SHP632743,2025-01-27,2025-02-06,0,0,0,Sea,65784.64,7369.08,Delayed,Latin America,CO,637646,EG,889633,6027.63,10,5947.88,SLA breach,Manual
